Date,MCD
2025-10-09,292.05743408203125
2025-10-10,295.23834228515625
2025-10-13,298.31982421875
2025-10-14,302.7432861328125
2025-10-15,303.42919921875
2025-10-16,303.5086975097656
2025-10-17,306.2522277832031
2025-10-20,305.93414306640625
2025-10-21,305.6459045410156
2025-10-22,308.26019287109375
2025-10-23,305.138916015625
2025-10-24,303.9659729003906
2025-10-27,308.1508483886719
2025-10-28,304.57232666015625
2025-10-29,300.5464782714844
2025-10-30,300.6260070800781
2025-10-31,296.6498718261719
2025-11-03,294.6021423339844
2025-11-04,297.4252014160156
2025-11-05,303.8466796875
2025-11-06,296.6300048828125
2025-11-07,297.8725280761719
2025-11-10,297.3158874511719
2025-11-11,304.999755859375
2025-11-12,305.1091003417969
2025-11-13,305.7452697753906
2025-11-14,305.1985778808594
2025-11-17,303.0812683105469
2025-11-18,302.77313232421875
2025-11-19,300.93414306640625
2025-11-20,302.345703125
2025-11-21,307.5047302246094
2025-11-24,303.0812683105469
2025-11-25,308.5981750488281
2025-11-26,310.5365295410156
2025-11-28,309.9599914550781
2025-12-01,303.57000732421875
2025-12-02,300.7200012207031
2025-12-03,307.7099914550781
2025-12-04,308.5400085449219
2025-12-05,311.2300109863281
2025-12-08,309.7900085449219
2025-12-09,310.7900085449219
2025-12-10,310.5299987792969
2025-12-11,309.7099914550781
2025-12-12,316.7200012207031
2025-12-15,318.7300109863281
2025-12-16,314.5
2025-12-17,318.69000244140625
2025-12-18,319.6499938964844
2025-12-19,315.8399963378906
2025-12-22,316.2200012207031
2025-12-23,310.8399963378906
2025-12-24,313.3299865722656
2025-12-26,310.67999267578125
2025-12-29,308.5299987792969
2025-12-30,308.0299987792969
2025-12-31,305.6300048828125
