Date,BLK
2023-05-22,629.0768432617188
2023-05-23,619.8382568359375
2023-05-24,613.7197875976562
2023-05-25,618.891845703125
2023-05-26,629.9295043945312
2023-05-30,631.1287841796875
2023-05-31,616.109130859375
2023-06-01,626.6875
2023-06-02,638.886962890625
2023-06-05,633.85546875
2023-06-06,641.7540283203125
2023-06-07,640.158935546875
2023-06-08,642.3771362304688
2023-06-09,645.9827880859375
2023-06-12,644.0759887695312
2023-06-13,650.409423828125
2023-06-14,653.5808715820312
2023-06-15,671.268798828125
2023-06-16,663.3309326171875
2023-06-20,652.1649780273438
2023-06-21,650.3621826171875
2023-06-22,641.244384765625
2023-06-23,642.25439453125
2023-06-26,641.9901123046875
2023-06-27,646.209228515625
2023-06-28,646.7565307617188
2023-06-29,649.578857421875
2023-06-30,652.3444213867188
2023-07-03,654.6473999023438
2023-07-05,653.939453125
2023-07-06,642.42431640625
2023-07-07,645.6995239257812
2023-07-10,657.0919189453125
2023-07-11,670.3344116210938
2023-07-12,685.2474975585938
2023-07-13,698.27294921875
2023-07-14,687.1636352539062
2023-07-17,687.0126342773438
2023-07-18,697.4517822265625
2023-07-19,705.3519287109375
2023-07-20,708.7310180664062
2023-07-21,709.04248046875
2023-07-24,714.1109619140625
2023-07-25,704.1437377929688
2023-07-26,701.4442138671875
2023-07-27,688.1453247070312
2023-07-28,696.8949584960938
2023-07-31,697.3761596679688
2023-08-01,691.1561889648438
2023-08-02,677.1680297851562
2023-08-03,670.3062133789062
2023-08-04,670.409912109375
2023-08-07,672.552490234375
2023-08-08,657.8565673828125
2023-08-09,653.2410888671875
2023-08-10,657.8848266601562
2023-08-11,656.5634155273438
2023-08-14,654.0338745117188
2023-08-15,635.0526733398438
2023-08-16,634.5052490234375
2023-08-17,636.1664428710938
2023-08-18,632.626953125
2023-08-21,633.8917236328125
2023-08-22,628.4644775390625
2023-08-23,640.668701171875
2023-08-24,635.3735961914062
2023-08-25,638.0164184570312
2023-08-28,640.8858032226562
2023-08-29,652.2405395507812
2023-08-30,656.752197265625
2023-08-31,661.2167358398438
2023-09-01,666.5494384765625
2023-09-05,656.865478515625
2023-09-06,655.213623046875
2023-09-07,657.0010375976562
2023-09-08,656.582763671875
2023-09-11,661.631103515625
2023-09-12,662.971435546875
2023-09-13,662.866943359375
2023-09-14,671.9747924804688
2023-09-15,663.0380859375
2023-09-18,660.642333984375
2023-09-19,655.0045166015625
2023-09-20,649.7946166992188
2023-09-21,635.8666381835938
2023-09-22,627.5668334960938
2023-09-25,625.1426391601562
2023-09-26,614.8463134765625
2023-09-27,611.680419921875
2023-09-28,613.4392700195312
2023-09-29,614.627685546875
2023-10-02,611.34765625
2023-10-03,594.6436157226562
2023-10-04,605.15869140625
2023-10-05,608.7427368164062
2023-10-06,616.3104248046875
2023-10-09,611.8991088867188
2023-10-10,610.3115234375
2023-10-11,610.9959106445312
2023-10-12,604.8162841796875
2023-10-13,596.7257080078125
2023-10-16,604.1318969726562
2023-10-17,604.7496948242188
2023-10-18,586.29638671875
2023-10-19,591.82958984375
2023-10-20,584.5281372070312
2023-10-23,584.432861328125
2023-10-24,582.2083129882812
2023-10-25,578.68115234375
2023-10-26,577.1505126953125
2023-10-27,568.603515625
2023-10-30,577.1981201171875
2023-10-31,582.1038208007812
2023-11-01,585.8400268554688
2023-11-02,612.7262573242188
2023-11-03,625.5418090820312
2023-11-06,621.0260620117188
2023-11-07,616.6242065429688
2023-11-08,622.6707153320312
2023-11-09,619.6949462890625
2023-11-10,632.2254028320312
2023-11-13,628.8504028320312
2023-11-14,662.9810180664062
2023-11-15,673.90478515625
2023-11-16,679.6661376953125
2023-11-17,681.5294799804688
2023-11-20,685.3893432617188
2023-11-21,688.9260864257812
2023-11-22,691.3029174804688
2023-11-24,694.1170043945312
2023-11-27,694.6683349609375
2023-11-28,700.44873046875
2023-11-29,710.4692993164062
2023-11-30,714.20556640625
2023-12-01,719.0732421875
2023-12-04,719.1492919921875
2023-12-05,717.124267578125
2023-12-06,711.1618041992188
2023-12-07,713.429931640625
2023-12-08,712.75048828125
2023-12-11,720.1005859375
2023-12-12,726.6851806640625
2023-12-13,740.218017578125
2023-12-14,772.4708862304688
2023-12-15,783.8312377929688
2023-12-18,762.239990234375
2023-12-19,766.9678344726562
2023-12-20,755.3394775390625
2023-12-21,764.7858276367188
2023-12-22,767.9630737304688
2023-12-26,771.9732055664062
2023-12-27,778.3281860351562
2023-12-28,779.4382934570312
2023-12-29,776.9403686523438
2024-01-02,765.9342041015625
2024-01-03,750.477783203125
2024-01-04,752.2005004882812
2024-01-05,749.2144775390625
2024-01-08,762.9577026367188
2024-01-09,760.4024658203125
2024-01-10,758.335205078125
2024-01-11,758.574462890625
2024-01-12,765.2642822265625
2024-01-16,757.3972778320312
2024-01-17,753.6168823242188
2024-01-18,761.1106567382812
2024-01-19,770.853515625
2024-01-22,759.9239501953125
2024-01-23,758.526611328125
2024-01-24,752.0089721679688
2024-01-25,756.516845703125
2024-01-26,753.4926147460938
2024-01-29,754.832275390625
2024-01-30,748.16162109375
2024-01-31,741.060302734375
2024-02-01,751.2243041992188
2024-02-02,754.1624755859375
2024-02-05,749.539794921875
2024-02-06,754.1431884765625
2024-02-07,760.57470703125
2024-02-08,759.13916015625
2024-02-09,762.9769287109375
2024-02-12,767.33154296875
2024-02-13,744.6587524414062
2024-02-14,751.6741333007812
2024-02-15,763.7808837890625
2024-02-16,759.9047241210938
2024-02-20,763.8382568359375
2024-02-21,770.8631591796875
2024-02-22,778.510009765625
2024-02-23,778.6536254882812
2024-02-26,771.418212890625
2024-02-27,766.163818359375
2024-02-28,774.8922729492188
2024-02-29,776.5001220703125
2024-03-01,779.84033203125
2024-03-04,798.636962890625
2024-03-05,791.4302978515625
2024-03-06,799.6735229492188
2024-03-07,800.9254150390625
2024-03-08,805.1819458007812
2024-03-11,794.6273193359375
2024-03-12,798.8934936523438
2024-03-13,795.4266967773438
2024-03-14,778.872802734375
2024-03-15,772.8251953125
2024-03-18,770.63916015625
2024-03-19,772.61328125
2024-03-20,787.6265258789062
2024-03-21,810.902099609375
2024-03-22,794.3096313476562
2024-03-25,786.0086059570312
2024-03-26,789.8509521484375
2024-03-27,804.21875
2024-03-28,802.8514404296875
2024-04-01,796.1777954101562
2024-04-02,786.3745727539062
2024-04-03,784.6507568359375
2024-04-04,762.7811279296875
2024-04-05,768.0487060546875
2024-04-08,773.595458984375
2024-04-09,774.1541137695312
2024-04-10,754.6533813476562
2024-04-11,756.8779907226562
2024-04-12,735.1527099609375
2024-04-15,734.7578125
2024-04-16,721.9307250976562
2024-04-17,725.8981323242188
2024-04-18,719.6484375
2024-04-19,722.229248046875
2024-04-22,731.9844360351562
2024-04-23,738.2535400390625
2024-04-24,734.5748901367188
2024-04-25,729.6154174804688
2024-04-26,734.6519165039062
2024-04-29,733.1111450195312
2024-04-30,726.7167358398438
2024-05-01,723.7700805664062
2024-05-02,728.989501953125
2024-05-03,735.643798828125
2024-05-06,745.976806640625
2024-05-07,752.0243530273438
2024-05-08,749.5303344726562
2024-05-09,759.9306030273438
2024-05-10,767.1915283203125
2024-05-13,761.086181640625
2024-05-14,773.2488403320312
2024-05-15,785.5174560546875
2024-05-16,777.8231811523438
2024-05-17,782.1661987304688
2024-05-20,775.3963012695312
2024-05-21,775.1460571289062
2024-05-22,770.0227661132812
2024-05-23,755.5200805664062
2024-05-24,752.9682006835938
2024-05-28,742.8662109375
2024-05-29,728.5848999023438
2024-05-30,733.669677734375
2024-05-31,743.46337890625
2024-06-03,748.6057739257812
2024-06-04,756.232666015625
2024-06-05,759.6898803710938
2024-06-06,749.722900390625
2024-06-07,745.128173828125
2024-06-10,742.6852416992188
2024-06-11,734.4070434570312
2024-06-12,746.5045776367188
2024-06-13,746.1168212890625
2024-06-14,745.7484741210938
2024-06-17,757.1382446289062
2024-06-18,759.6295166015625
2024-06-20,758.8346557617188
2024-06-21,763.45849609375
2024-06-24,774.4605712890625
2024-06-25,770.0403442382812
2024-06-26,763.3131713867188
2024-06-27,757.1867065429688
2024-06-28,763.1870727539062
2024-07-01,758.2918090820312
2024-07-02,764.9415283203125
2024-07-03,764.931884765625
2024-07-05,766.3665161132812
2024-07-08,765.9691162109375
2024-07-09,777.6885375976562
2024-07-10,787.110595703125
2024-07-11,799.5860595703125
2024-07-12,802.5909423828125
2024-07-15,797.734619140625
2024-07-16,818.071533203125
2024-07-17,815.3088989257812
2024-07-18,803.5894775390625
2024-07-19,805.2373657226562
2024-07-22,817.3929443359375
2024-07-23,818.798583984375
2024-07-24,802.28076171875
2024-07-25,810.8983764648438
2024-07-26,829.955810546875
2024-07-29,835.723388671875
2024-07-30,845.8433837890625
2024-07-31,849.6334838867188
2024-08-01,838.8253173828125
2024-08-02,820.0878295898438
2024-08-05,805.2955932617188
2024-08-06,815.182861328125
2024-08-07,814.09716796875
2024-08-08,828.6277465820312
2024-08-09,829.9654541015625
2024-08-12,812.5753784179688
2024-08-13,828.3951416015625
2024-08-14,831.2353515625
2024-08-15,845.3295288085938
2024-08-16,845.7463989257812
2024-08-19,843.5363159179688
2024-08-20,834.5794677734375
2024-08-21,836.6345825195312
2024-08-22,838.7186889648438
2024-08-23,855.7791748046875
2024-08-26,856.0699462890625
2024-08-27,858.9683837890625
2024-08-28,861.4207763671875
2024-08-29,867.4404296875
2024-08-30,874.1676635742188
2024-09-03,859.2591552734375
2024-09-04,859.3171997070312
2024-09-05,849.7691650390625
2024-09-06,840.3471069335938
2024-09-09,856.0655517578125
2024-09-10,861.8087768554688
2024-09-11,855.2659912109375
2024-09-12,863.066650390625
2024-09-13,863.661376953125
2024-09-16,872.8759765625
2024-09-17,881.9833374023438
2024-09-18,899.7200927734375
2024-09-19,911.5770874023438
2024-09-20,905.6485595703125
2024-09-23,914.248779296875
2024-09-24,917.7786254882812
2024-09-25,913.458984375
2024-09-26,921.4742431640625
2024-09-27,921.6594848632812
2024-09-30,925.8523559570312
2024-10-01,910.748291015625
2024-10-02,933.3994140625
2024-10-03,927.7830200195312
2024-10-04,925.5402221679688
2024-10-07,917.2325439453125
2024-10-08,925.4232788085938
2024-10-09,932.1026000976562
2024-10-10,931.7808837890625
2024-10-11,965.5870361328125
2024-10-14,967.0106201171875
2024-10-15,981.909912109375
2024-10-16,990.4419555664062
2024-10-17,977.52197265625
2024-10-18,981.929443359375
2024-10-21,975.6011352539062
2024-10-22,975.8741455078125
2024-10-23,963.539306640625
2024-10-24,959.4829711914062
2024-10-25,949.8003540039062
2024-10-28,961.6476440429688
2024-10-29,958.673583984375
2024-10-30,955.455810546875
2024-10-31,956.5869750976562
2024-11-01,960.5360717773438
2024-11-04,966.7960205078125
2024-11-05,989.0767211914062
2024-11-06,1004.1613159179688
2024-11-07,1010.2459106445312
2024-11-08,1013.3855590820312
2024-11-11,1027.5828857421875
2024-11-12,1010.528564453125
2024-11-13,1005.2924194335938
2024-11-14,1020.9912719726562
2024-11-15,1021.27392578125
2024-11-18,1023.8092041015625
2024-11-19,1002.4939575195312
2024-11-20,999.1397094726562
2024-11-21,1002.3866577148438
2024-11-22,1010.6358642578125
2024-11-25,1005.7896728515625
2024-11-26,1000.904541015625
2024-11-27,994.0497436523438
2024-11-29,997.316162109375
2024-12-02,994.6932983398438
2024-12-03,1013.1126708984375
2024-12-04,1009.2123413085938
2024-12-05,1023.79345703125
2024-12-06,1021.921630859375
2024-12-09,1025.3612060546875
2024-12-10,1035.8363037109375
2024-12-11,1043.86181640625
2024-12-12,1037.55126953125
2024-12-13,1035.317138671875
2024-12-16,1043.26416015625
2024-12-17,1028.1441650390625
2024-12-18,999.8051147460938
2024-12-19,995.9148559570312
2024-12-20,1008.0264892578125
2024-12-23,1018.8154296875
2024-12-24,1033.6414794921875
2024-12-26,1033.1025390625
2024-12-27,1023.2055053710938
2024-12-30,1006.7919311523438
2024-12-31,1004.5184326171875
2025-01-02,996.96337890625
2025-01-03,1000.324462890625
2025-01-06,992.39697265625
2025-01-07,961.0593872070312
2025-01-08,966.2920532226562
2025-01-10,936.4439086914062
2025-01-13,935.8265991210938
2025-01-14,943.8226928710938
2025-01-15,992.828125
2025-01-16,975.7188110351562
2025-01-17,984.7733154296875
2025-01-21,991.7599487304688
2025-01-22,986.12548828125
2025-01-23,997.2867431640625
2025-01-24,999.9520874023438
2025-01-27,1009.2514038085938
2025-01-28,1030.0843505859375
2025-01-29,1031.4659423828125
2025-01-30,1049.9962158203125
2025-01-31,1053.896240234375
2025-02-03,993.3866577148438
2025-02-04,995.2582397460938
2025-02-05,994.12158203125
2025-02-06,986.3998413085938
2025-02-07,972.1126708984375
2025-02-10,965.7531127929688
2025-02-11,968.3499145507812
2025-02-12,954.1510009765625
2025-02-13,960.6085815429688
2025-02-14,954.356689453125
2025-02-18,958.2176513671875
2025-02-19,966.5272827148438
2025-02-20,969.5062255859375
2025-02-21,954.6506958007812
2025-02-24,933.6610107421875
2025-02-25,938.766357421875
2025-02-26,934.6115112304688
2025-02-27,925.9098510742188
2025-02-28,958.1392822265625
2025-03-03,947.0563354492188
2025-03-04,932.6712036132812
2025-03-05,948.6928100585938
2025-03-06,940.3635864257812
2025-03-07,932.9642333984375
2025-03-10,901.7709350585938
2025-03-11,896.9530029296875
2025-03-12,896.6475219726562
2025-03-13,887.1890258789062
2025-03-14,915.0128173828125
2025-03-17,943.8809814453125
2025-03-18,944.4918823242188
2025-03-19,943.122314453125
2025-03-20,940.107421875
2025-03-21,937.7034301757812
2025-03-24,949.2999267578125
2025-03-25,959.1327514648438
2025-03-26,953.9700317382812
2025-03-27,953.6744995117188
2025-03-28,932.74755859375
2025-03-31,932.53076171875
2025-04-01,930.1661987304688
2025-04-02,947.6644287109375
2025-04-03,874.5678100585938
2025-04-04,810.4962158203125
2025-04-07,805.45166015625
2025-04-08,803.6978759765625
2025-04-09,883.85888671875
2025-04-10,846.123291015625
2025-04-11,865.8285522460938
2025-04-14,876.8339233398438
2025-04-15,875.34619140625
2025-04-16,853.0202026367188
2025-04-17,862.872802734375
2025-04-21,841.4137573242188
2025-04-22,874.1441040039062
2025-04-23,879.3857421875
2025-04-24,902.756103515625
2025-04-25,894.3125
2025-04-28,900.2732543945312
2025-04-29,906.953369140625
2025-04-30,900.78564453125
2025-05-01,902.6378784179688
2025-05-02,915.5054931640625
2025-05-05,906.9632568359375
2025-05-06,901.485107421875
2025-05-07,906.7957153320312
2025-05-08,914.9537353515625
2025-05-09,909.830322265625
2025-05-12,943.9105834960938
2025-05-13,945.0435791015625
2025-05-14,952.8074340820312
2025-05-15,968.5914306640625
2025-05-16,975.1236572265625
2025-05-19,979.015380859375
2025-05-20,983.0057373046875
2025-05-21,958.492431640625
2025-05-22,955.6055908203125
2025-05-23,948.9846801757812
2025-05-27,966.8572998046875
2025-05-28,956.9652709960938
2025-05-29,961.9310302734375
2025-05-30,965.4483642578125
2025-06-02,963.6552124023438
2025-06-03,967.6553955078125
2025-06-04,974.39453125
2025-06-05,976.0784301757812
2025-06-06,979.6342163085938
2025-06-09,979.4262084960938
2025-06-10,982.4570922851562
2025-06-11,983.8436889648438
2025-06-12,978.841796875
2025-06-13,962.5682373046875
2025-06-16,972.7503051757812
2025-06-17,959.953369140625
2025-06-18,970.1949462890625
2025-06-20,965.1632690429688
2025-06-23,976.9103393554688
2025-06-24,995.402587890625
2025-06-25,1008.3878173828125
2025-06-26,1020.9768676757812
2025-06-27,1037.8446044921875
2025-06-30,1039.2611083984375
2025-07-01,1044.2332763671875
2025-07-02,1060.3780517578125
2025-07-03,1071.847900390625
2025-07-07,1065.7266845703125
2025-07-08,1064.7857666015625
2025-07-09,1078.385009765625
2025-07-10,1093.5394287109375
2025-07-11,1091.15234375
2025-07-14,1100.8787841796875
2025-07-15,1036.2005615234375
2025-07-16,1071.9368896484375
2025-07-17,1094.856689453125
2025-07-18,1093.083740234375
2025-07-21,1082.6143798828125
2025-07-22,1089.9141845703125
2025-07-23,1109.7039794921875
2025-07-24,1107.7230224609375
2025-07-25,1112.5863037109375
2025-07-28,1107.17822265625
2025-07-29,1110.8529052734375
2025-07-30,1104.0384521484375
2025-07-31,1095.480712890625
2025-08-01,1081.406005859375
2025-08-04,1105.43505859375
2025-08-05,1099.076171875
2025-08-06,1109.8724365234375
2025-08-07,1102.23583984375
2025-08-08,1114.26025390625
2025-08-11,1117.1920166015625
2025-08-12,1148.5704345703125
2025-08-13,1148.986572265625
2025-08-14,1149.1153564453125
2025-08-15,1124.20458984375
2025-08-18,1125.303955078125
2025-08-19,1117.726806640625
2025-08-20,1117.7169189453125
2025-08-21,1114.0423583984375
2025-08-22,1137.2393798828125
2025-08-25,1126.2747802734375
2025-08-26,1128.948974609375
2025-08-27,1120.8568115234375
2025-08-28,1119.7176513671875
2025-08-29,1116.4095458984375
2025-09-02,1104.1573486328125
2025-09-03,1089.0228271484375
2025-09-04,1098.20458984375
2025-09-05,1093.8258056640625
2025-09-08,1099.56787109375
2025-09-09,1100.3143310546875
2025-09-10,1097.5477294921875
2025-09-11,1128.6861572265625
2025-09-12,1117.9683837890625
2025-09-15,1109.70849609375
2025-09-16,1113.47021484375
2025-09-17,1126.2978515625
2025-09-18,1131.621826171875
2025-09-19,1137.3140869140625
2025-09-22,1130.706298828125
2025-09-23,1126.2679443359375
2025-09-24,1122.51611328125
2025-09-25,1141.732666015625
2025-09-26,1150.8482666015625
2025-09-29,1169.86572265625
2025-09-30,1160.22265625
2025-10-01,1135.542724609375
2025-10-02,1154.91845703125
2025-10-03,1155.067626953125
2025-10-06,1173.5577392578125
2025-10-07,1160.5809326171875
2025-10-08,1159.3568115234375
2025-10-09,1161.775146484375
2025-10-10,1126.875
2025-10-13,1149.5247802734375
2025-10-14,1188.47509765625
2025-10-15,1196.7647705078125
2025-10-16,1165.68603515625
2025-10-17,1155.5355224609375
2025-10-20,1154.381103515625
2025-10-21,1124.5263671875
2025-10-22,1124.2080078125
2025-10-23,1119.5506591796875
2025-10-24,1131.124267578125
2025-10-27,1125.830078125
2025-10-28,1119.5008544921875
2025-10-29,1092.681396484375
2025-10-30,1092.731201171875
2025-10-31,1077.5650634765625
2025-11-03,1063.6527099609375
2025-11-04,1054.7760009765625
2025-11-05,1068.3697509765625
2025-11-06,1064.2596435546875
2025-11-07,1076.9578857421875
2025-11-10,1077.3858642578125
2025-11-11,1080.500732421875
2025-11-12,1088.6312255859375
2025-11-13,1064.46875
2025-11-14,1052.8154296875
2025-11-17,1018.8408203125
2025-11-18,1014.2034301757812
2025-11-19,1009.7650146484375
2025-11-20,987.7123413085938
2025-11-21,1009.8047485351562
2025-11-24,1014.5516967773438
2025-11-25,1024.781982421875
2025-11-26,1035.0220947265625
2025-11-28,1042.22705078125
2025-12-01,1034.902587890625
2025-12-02,1033.5889892578125
2025-12-03,1074.6392822265625
2025-12-04,1070.3699951171875
2025-12-05,1072.1600341796875
2025-12-08,1062.02001953125
2025-12-09,1071.31005859375
2025-12-10,1083.3599853515625
2025-12-11,1101.8399658203125
2025-12-12,1089.0899658203125
2025-12-15,1082.1600341796875
2025-12-16,1068.1400146484375
2025-12-17,1065.0
2025-12-18,1064.989990234375
2025-12-19,1060.1700439453125
2025-12-22,1088.2099609375
2025-12-23,1086.550048828125
2025-12-24,1088.9599609375
2025-12-26,1088.1099853515625
2025-12-29,1088.4000244140625
2025-12-30,1083.31005859375
2025-12-31,1070.3399658203125
