Date,DIS
2023-04-11,98.10958099365234
2023-04-12,95.68663787841797
2023-04-13,98.51990509033203
2023-04-14,97.6015396118164
2023-04-17,97.99234771728516
2023-04-18,98.60784912109375
2023-04-19,96.47799682617188
2023-04-20,95.81364440917969
2023-04-21,97.27913665771484
2023-04-24,97.38661193847656
2023-04-25,95.75503540039062
2023-04-26,94.38723754882812
2023-04-27,97.63085174560547
2023-04-28,100.1417236328125
2023-05-01,99.8583984375
2023-05-02,98.28543853759766
2023-05-03,98.5394515991211
2023-05-04,95.2079086303711
2023-05-05,98.207275390625
2023-05-08,100.60090637207031
2023-05-09,99.8290786743164
2023-05-10,98.8130111694336
2023-05-11,90.18617248535156
2023-05-12,89.87352752685547
2023-05-15,90.7235107421875
2023-05-16,88.88676452636719
2023-05-17,90.63558959960938
2023-05-18,91.6028060913086
2023-05-19,89.24825286865234
2023-05-22,89.70743560791016
2023-05-23,87.75346374511719
2023-05-24,87.02071380615234
2023-05-25,86.11211395263672
2023-05-26,86.25865173339844
2023-05-30,85.79946899414062
2023-05-31,85.9362564086914
2023-06-01,86.5517578125
2023-06-02,88.68158721923828
2023-06-05,88.90630340576172
2023-06-06,90.03962707519531
2023-06-07,90.3913345336914
2023-06-08,90.40110778808594
2023-06-09,89.8149185180664
2023-06-12,90.9970703125
2023-06-13,91.69073486328125
2023-06-14,90.32294464111328
2023-06-15,90.80168151855469
2023-06-16,89.21894836425781
2023-06-20,87.68506622314453
2023-06-21,86.60060119628906
2023-06-22,86.45406341552734
2023-06-23,86.07302856445312
2023-06-26,86.65922546386719
2023-06-27,87.01094055175781
2023-06-28,86.7862319946289
2023-06-29,86.90347290039062
2023-06-30,87.22588348388672
2023-07-03,88.41780853271484
2023-07-05,87.7241439819336
2023-07-06,86.69830322265625
2023-07-07,86.60060119628906
2023-07-10,86.07302856445312
2023-07-11,87.43104553222656
2023-07-12,88.07586669921875
2023-07-13,88.38850402832031
2023-07-14,86.58106994628906
2023-07-17,83.59146881103516
2023-07-18,83.97248840332031
2023-07-19,85.03741455078125
2023-07-20,84.22650909423828
2023-07-21,85.17420196533203
2023-07-24,84.6075439453125
2023-07-25,83.65985107421875
2023-07-26,83.88455963134766
2023-07-27,83.39606475830078
2023-07-28,84.14836120605469
2023-07-31,86.8448486328125
2023-08-01,86.98162841796875
2023-08-02,84.31444549560547
2023-08-03,83.52307891845703
2023-08-04,84.31444549560547
2023-08-07,84.8322525024414
2023-08-08,86.10234069824219
2023-08-09,85.47706604003906
2023-08-10,89.6488265991211
2023-08-11,86.97186279296875
2023-08-14,86.76669311523438
2023-08-15,85.05695343017578
2023-08-16,84.36329650878906
2023-08-17,83.94319152832031
2023-08-18,83.98226928710938
2023-08-21,83.90410614013672
2023-08-22,83.81617736816406
2023-08-23,83.85526275634766
2023-08-24,80.57257080078125
2023-08-25,81.44209289550781
2023-08-28,82.22368621826172
2023-08-29,82.45816040039062
2023-08-30,82.3409194946289
2023-08-31,81.75472259521484
2023-09-01,79.76166534423828
2023-09-05,79.32201385498047
2023-09-06,79.11685180664062
2023-09-07,78.71627807617188
2023-09-08,79.70303344726562
2023-09-11,80.62139892578125
2023-09-12,81.75472259521484
2023-09-13,81.559326171875
2023-09-14,82.53631591796875
2023-09-15,83.61100769042969
2023-09-18,83.06389617919922
2023-09-19,80.05475616455078
2023-09-20,80.66048431396484
2023-09-21,80.82659149169922
2023-09-22,79.38063049316406
2023-09-25,79.14617156982422
2023-09-26,78.20824432373047
2023-09-27,78.06169128417969
2023-09-28,78.2863998413086
2023-09-29,79.18524169921875
2023-10-02,79.79096984863281
2023-10-03,77.70997619628906
2023-10-04,77.49503326416016
2023-10-05,78.95075988769531
2023-10-06,81.03175354003906
2023-10-09,82.75125122070312
2023-10-10,83.03459167480469
2023-10-11,82.8978042602539
2023-10-12,82.40931701660156
2023-10-13,82.40931701660156
2023-10-16,83.73802185058594
2023-10-17,84.21674346923828
2023-10-18,82.73171997070312
2023-10-19,81.33460998535156
2023-10-20,80.74842071533203
2023-10-23,81.18807220458984
2023-10-24,80.66048431396484
2023-10-25,78.73582458496094
2023-10-26,77.94445037841797
2023-10-27,77.50481414794922
2023-10-30,78.82373809814453
2023-10-31,79.71281433105469
2023-11-01,79.20478057861328
2023-11-02,81.37369537353516
2023-11-03,83.11273956298828
2023-11-06,82.08689880371094
2023-11-07,82.64378356933594
2023-11-08,82.55585479736328
2023-11-09,88.26148986816406
2023-11-10,86.23912048339844
2023-11-13,87.3822021484375
2023-11-14,88.97470092773438
2023-11-15,91.76889038085938
2023-11-16,92.3355484008789
2023-11-17,91.98384094238281
2023-11-20,92.84358215332031
2023-11-21,92.27693176269531
2023-11-22,92.88267517089844
2023-11-24,93.84989166259766
2023-11-27,92.9803695678711
2023-11-28,90.37179565429688
2023-11-29,90.37179565429688
2023-11-30,90.55742645263672
2023-12-01,90.44996643066406
2023-12-04,89.89307403564453
2023-12-05,88.70114135742188
2023-12-06,89.39480590820312
2023-12-07,90.22525787353516
2023-12-08,90.97998809814453
2023-12-11,90.37227630615234
2023-12-12,89.26467895507812
2023-12-13,90.98979187011719
2023-12-14,92.0777816772461
2023-12-15,91.6072998046875
2023-12-18,91.0191879272461
2023-12-19,92.06797790527344
2023-12-20,89.46070861816406
2023-12-21,90.19583892822266
2023-12-22,89.21566009521484
2023-12-26,89.14705657958984
2023-12-27,88.58834838867188
2023-12-28,88.60795593261719
2023-12-29,88.50013732910156
2024-01-02,88.91181182861328
2024-01-03,89.83317565917969
2024-01-04,88.76477813720703
2024-01-05,89.0980453491211
2024-01-08,89.73516082763672
2024-01-09,87.89242553710938
2024-01-10,87.51995849609375
2024-01-11,87.67678833007812
2024-01-12,88.55894470214844
2024-01-16,91.20542907714844
2024-01-17,88.54914093017578
2024-01-18,90.382080078125
2024-01-19,91.21522521972656
2024-01-22,93.1951904296875
2024-01-23,91.91114807128906
2024-01-24,91.6465072631836
2024-01-25,92.97955322265625
2024-01-26,93.46963500976562
2024-01-29,95.55741119384766
2024-01-30,95.018310546875
2024-01-31,94.14595794677734
2024-02-01,95.13592529296875
2024-02-02,95.20453643798828
2024-02-05,94.73406219482422
2024-02-06,97.32173156738281
2024-02-07,97.1747055053711
2024-02-08,108.34870910644531
2024-02-09,106.2413330078125
2024-02-12,107.12348937988281
2024-02-13,108.27029418945312
2024-02-14,109.3484878540039
2024-02-15,110.22084045410156
2024-02-16,109.3876953125
2024-02-20,107.27052307128906
2024-02-21,105.53561401367188
2024-02-22,105.50619506835938
2024-02-23,105.60421752929688
2024-02-26,105.54541015625
2024-02-27,107.25091552734375
2024-02-28,108.60356140136719
2024-02-29,109.36809539794922
2024-03-01,109.73076629638672
2024-03-04,111.43626403808594
2024-03-05,110.63252258300781
2024-03-06,107.87822723388672
2024-03-07,107.995849609375
2024-03-08,108.1330795288086
2024-03-11,110.08362579345703
2024-03-12,110.23065185546875
2024-03-13,110.26985931396484
2024-03-14,109.83857727050781
2024-03-15,109.73076629638672
2024-03-18,111.59309387207031
2024-03-19,112.2400131225586
2024-03-20,114.15135192871094
2024-03-21,114.3865966796875
2024-03-22,113.57305908203125
2024-03-25,116.9938735961914
2024-03-26,117.55257415771484
2024-03-27,118.58175659179688
2024-03-28,119.93440246582031
2024-04-01,119.120849609375
2024-04-02,120.3852767944336
2024-04-03,116.62139892578125
2024-04-04,114.76885986328125
2024-04-05,116.0333023071289
2024-04-08,115.02371215820312
2024-04-09,115.63143157958984
2024-04-10,114.86688995361328
2024-04-11,114.82768249511719
2024-04-12,111.74992370605469
2024-04-15,110.7109375
2024-04-16,111.62249755859375
2024-04-17,110.70114135742188
2024-04-18,110.20124816894531
2024-04-19,110.37767791748047
2024-04-22,109.76997375488281
2024-04-23,111.45586395263672
2024-04-24,111.66170501708984
2024-04-25,110.53450012207031
2024-04-26,110.49530792236328
2024-04-29,109.85818481445312
2024-04-30,108.89761352539062
2024-05-01,108.28990936279297
2024-05-02,110.38748931884766
2024-05-03,111.40686798095703
2024-05-06,114.1611557006836
2024-05-07,103.3008041381836
2024-05-08,103.34981536865234
2024-05-09,103.70268249511719
2024-05-10,103.69288635253906
2024-05-13,103.73209381103516
2024-05-14,103.2615966796875
2024-05-15,100.73273468017578
2024-05-16,101.32084655761719
2024-05-17,101.2032241821289
2024-05-20,100.86016845703125
2024-05-21,100.96798706054688
2024-05-22,100.97777557373047
2024-05-23,98.6645736694336
2024-05-24,99.74275970458984
2024-05-28,100.40929412841797
2024-05-29,98.88021087646484
2024-05-30,99.68395233154297
2024-05-31,101.85014343261719
2024-06-03,100.73273468017578
2024-06-04,101.2816390991211
2024-06-05,99.4879150390625
2024-06-06,99.20366668701172
2024-06-07,99.5271224975586
2024-06-10,100.70333862304688
2024-06-11,98.87040710449219
2024-06-12,98.80178833007812
2024-06-13,98.10586547851562
2024-06-14,97.98824310302734
2024-06-17,99.50751495361328
2024-06-18,99.4879150390625
2024-06-20,99.82117462158203
2024-06-21,100.2426528930664
2024-06-24,99.95841217041016
2024-06-25,100.17403411865234
2024-06-26,100.15443420410156
2024-06-27,100.14463806152344
2024-06-28,97.32173156738281
2024-07-01,96.09651184082031
2024-07-02,96.04750061035156
2024-07-03,96.65519714355469
2024-07-05,96.04750061035156
2024-07-08,95.88009643554688
2024-07-09,95.56500244140625
2024-07-10,95.48622131347656
2024-07-11,95.12187957763672
2024-07-12,95.64376831054688
2024-07-15,95.38775634765625
2024-07-16,96.96327209472656
2024-07-17,95.82101440429688
2024-07-18,95.3089828491211
2024-07-19,94.2750473022461
2024-07-22,92.6896743774414
2024-07-23,89.5484848022461
2024-07-24,88.42593383789062
2024-07-25,87.84496307373047
2024-07-26,88.55393981933594
2024-07-29,90.7301254272461
2024-07-30,92.3548812866211
2024-07-31,92.25640869140625
2024-08-01,91.62620544433594
2024-08-02,88.1994400024414
2024-08-05,86.43683624267578
2024-08-06,88.59333038330078
2024-08-07,84.64468383789062
2024-08-08,84.64468383789062
2024-08-09,84.89086151123047
2024-08-12,84.63483428955078
2024-08-13,84.29019165039062
2024-08-14,84.97948455810547
2024-08-15,87.43138122558594
2024-08-16,87.93357849121094
2024-08-19,89.43031311035156
2024-08-20,88.36685180664062
2024-08-21,89.33185577392578
2024-08-22,88.5440902709961
2024-08-23,89.17430114746094
2024-08-26,90.3756332397461
2024-08-27,89.50909423828125
2024-08-28,88.12067413330078
2024-08-29,88.4357681274414
2024-08-30,88.99705505371094
2024-09-03,87.76618194580078
2024-09-04,87.88434600830078
2024-09-05,87.29353332519531
2024-09-06,86.59439086914062
2024-09-09,86.98826599121094
2024-09-10,87.04734802246094
2024-09-11,86.96857452392578
2024-09-12,87.93357849121094
2024-09-13,89.1644515991211
2024-09-16,90.44456481933594
2024-09-17,91.4391098022461
2024-09-18,92.14808654785156
2024-09-19,92.02008056640625
2024-09-20,92.31549072265625
2024-09-23,91.54743194580078
2024-09-24,92.25640869140625
2024-09-25,92.4828872680664
2024-09-26,93.74330139160156
2024-09-27,94.5409164428711
2024-09-30,94.71815490722656
2024-10-01,92.61090087890625
2024-10-02,92.7093734741211
2024-10-03,92.19731903076172
2024-10-04,93.69406127929688
2024-10-07,90.9762954711914
2024-10-08,91.09446716308594
2024-10-09,92.16778564453125
2024-10-10,91.5671157836914
2024-10-11,92.6896743774414
2024-10-14,93.5168228149414
2024-10-15,92.7782974243164
2024-10-16,95.26959228515625
2024-10-17,95.06279754638672
2024-10-18,95.79147338867188
2024-10-21,95.14157104492188
2024-10-22,95.25973510742188
2024-10-23,94.76737976074219
2024-10-24,93.94024658203125
2024-10-25,93.57589721679688
2024-10-28,94.72798919677734
2024-10-29,94.65907287597656
2024-10-30,93.6251449584961
2024-10-31,94.72798919677734
2024-11-01,94.34396362304688
2024-11-04,94.32427215576172
2024-11-05,95.15142059326172
2024-11-06,97.37683868408203
2024-11-07,97.41622924804688
2024-11-08,97.50484466552734
2024-11-11,99.31670379638672
2024-11-12,99.4447021484375
2024-11-13,101.14823913574219
2024-11-14,107.45030975341797
2024-11-15,113.3191146850586
2024-11-18,111.80267333984375
2024-11-19,110.69981384277344
2024-11-20,112.51165771484375
2024-11-21,112.9646224975586
2024-11-22,113.8803939819336
2024-11-25,114.22502899169922
2024-11-26,113.68344116210938
2024-11-27,115.80055236816406
2024-11-29,115.67253875732422
2024-12-02,115.3672866821289
2024-12-03,114.66814422607422
2024-12-04,115.19988250732422
2024-12-05,114.71737670898438
2024-12-06,114.94386291503906
2024-12-09,112.85630798339844
2024-12-10,112.97447204589844
2024-12-11,112.85630798339844
2024-12-12,113.14186096191406
2024-12-13,111.60572814941406
2024-12-16,110.88372039794922
2024-12-17,111.78376007080078
2024-12-18,110.13202667236328
2024-12-19,110.15181732177734
2024-12-20,110.8045883178711
2024-12-23,110.18148803710938
2024-12-24,111.32878875732422
2024-12-26,111.31890869140625
2024-12-27,110.32984924316406
2024-12-30,109.58805084228516
2024-12-31,110.13202667236328
2025-01-02,109.60782623291016
2025-01-03,109.9441146850586
2025-01-06,109.83531951904297
2025-01-07,110.17159271240234
2025-01-08,108.5594253540039
2025-01-10,107.4615707397461
2025-01-13,106.8978042602539
2025-01-14,106.93736267089844
2025-01-15,106.99671173095703
2025-01-16,105.29552459716797
2025-01-17,105.8493881225586
2025-01-21,107.51101684570312
2025-01-22,107.61981964111328
2025-01-23,109.82542419433594
2025-01-24,110.93318176269531
2025-01-27,112.10025787353516
2025-01-28,110.91339111328125
2025-01-29,111.95191192626953
2025-01-30,112.18928527832031
2025-01-31,111.82332611083984
2025-02-03,112.75304412841797
2025-02-04,112.06070709228516
2025-02-05,109.33089447021484
2025-02-06,110.86392974853516
2025-02-07,109.64739227294922
2025-02-10,108.08467864990234
2025-02-11,107.8275146484375
2025-02-12,108.03522491455078
2025-02-13,108.39128112792969
2025-02-14,109.17264556884766
2025-02-18,108.36161041259766
2025-02-19,110.13202667236328
2025-02-20,109.34078979492188
2025-02-21,107.4714584350586
2025-02-24,109.9836654663086
2025-02-25,109.32100677490234
2025-02-26,110.60678100585938
2025-02-27,110.09247589111328
2025-02-28,112.55523681640625
2025-03-03,111.55628204345703
2025-03-04,107.81763458251953
2025-03-05,108.11434173583984
2025-03-06,104.27678680419922
2025-03-07,104.35591888427734
2025-03-10,101.9524917602539
2025-03-11,96.82915496826172
2025-03-12,97.67974853515625
2025-03-13,95.81041717529297
2025-03-14,97.5610580444336
2025-03-17,98.27318572998047
2025-03-18,98.26329040527344
2025-03-19,99.1930160522461
2025-03-20,97.77864837646484
2025-03-21,98.3720932006836
2025-03-24,99.08421325683594
2025-03-25,100.49857330322266
2025-03-26,99.67765045166016
2025-03-27,99.35125732421875
2025-03-28,96.9972915649414
2025-03-31,97.62039947509766
2025-04-01,96.61156463623047
2025-04-02,96.80936431884766
2025-04-03,87.86824798583984
2025-04-04,82.6163330078125
2025-04-07,82.38884735107422
2025-04-08,80.82613372802734
2025-04-09,90.43981170654297
2025-04-10,84.29773712158203
2025-04-11,83.96145629882812
2025-04-14,83.73397064208984
2025-04-15,84.08014678955078
2025-04-16,81.86463928222656
2025-04-17,83.88232421875
2025-04-21,83.08119201660156
2025-04-22,85.14833068847656
2025-04-23,86.335205078125
2025-04-24,89.02545928955078
2025-04-25,89.2925033569336
2025-04-28,89.17382049560547
2025-04-29,90.17276000976562
2025-04-30,89.95516967773438
2025-05-01,89.81670379638672
2025-05-02,91.47832489013672
2025-05-05,91.10248565673828
2025-05-06,91.16182708740234
2025-05-07,100.97332000732422
2025-05-08,103.97018432617188
2025-05-09,104.78121185302734
2025-05-12,109.28144073486328
2025-05-13,110.16170501708984
2025-05-14,111.70464324951172
2025-05-15,110.99251556396484
2025-05-16,112.17938995361328
2025-05-19,111.42770385742188
2025-05-20,111.13098907470703
2025-05-21,109.25176239013672
2025-05-22,109.91443634033203
2025-05-23,108.51986694335938
2025-05-27,111.13098907470703
2025-05-28,110.3001708984375
2025-05-29,110.7947006225586
2025-05-30,111.80355072021484
2025-06-02,111.71453094482422
2025-06-03,112.357421875
2025-06-04,112.24861907958984
2025-06-05,111.29912567138672
2025-06-06,112.65414428710938
2025-06-09,114.3948974609375
2025-06-10,117.43131256103516
2025-06-11,118.2126693725586
2025-06-12,117.3126220703125
2025-06-13,116.64994812011719
2025-06-16,118.17311096191406
2025-06-17,116.8378677368164
2025-06-18,116.5708236694336
2025-06-20,116.34334564208984
2025-06-23,116.46202850341797
2025-06-24,117.85262298583984
2025-06-25,118.61744689941406
2025-06-26,120.64373779296875
2025-06-27,121.517822265625
2025-06-30,123.17660522460938
2025-07-01,122.66009521484375
2025-07-02,122.15352630615234
2025-07-03,123.16666412353516
2025-07-07,122.33231353759766
2025-07-08,121.0013198852539
2025-07-09,119.79945373535156
2025-07-10,120.7430648803711
2025-07-11,119.06442260742188
2025-07-14,119.16374969482422
2025-07-15,118.18040466308594
2025-07-16,119.01475524902344
2025-07-17,121.3886947631836
2025-07-18,120.60400390625
2025-07-21,120.02790069580078
2025-07-22,120.24642181396484
2025-07-23,122.1137924194336
2025-07-24,121.13043975830078
2025-07-25,120.65367126464844
2025-07-28,119.56106567382812
2025-07-29,119.10415649414062
2025-07-30,118.73664093017578
2025-07-31,118.30953216552734
2025-08-01,115.80646514892578
2025-08-04,118.54791259765625
2025-08-05,117.52484130859375
2025-08-06,114.39600372314453
2025-08-07,112.12139892578125
2025-08-08,111.67442321777344
2025-08-11,111.79361724853516
2025-08-12,112.95575714111328
2025-08-13,115.85613250732422
2025-08-14,115.5283432006836
2025-08-15,114.61453247070312
2025-08-18,115.76673889160156
2025-08-19,115.48860931396484
2025-08-20,116.2534408569336
2025-08-21,115.42901611328125
2025-08-22,118.06121063232422
2025-08-25,116.91893768310547
2025-08-26,116.85934448242188
2025-08-27,117.29637908935547
2025-08-28,116.84941101074219
2025-08-29,117.58443450927734
2025-09-02,117.47517395019531
2025-09-03,116.59115600585938
2025-09-04,118.01154327392578
2025-09-05,117.11759948730469
2025-09-08,118.04134368896484
2025-09-09,116.58123016357422
2025-09-10,115.0118408203125
2025-09-11,116.29317474365234
2025-09-12,115.18070220947266
2025-09-15,114.84298706054688
2025-09-16,114.45561218261719
2025-09-17,115.31975555419922
2025-09-18,114.08808898925781
2025-09-19,112.9954833984375
2025-09-22,111.80354309082031
2025-09-23,111.49563598632812
2025-09-24,112.6677017211914
2025-09-25,112.23065948486328
2025-09-26,112.70743560791016
2025-09-29,114.00862884521484
2025-09-30,113.73051452636719
2025-10-01,112.19092559814453
2025-10-02,111.38636779785156
2025-10-03,111.71415710449219
2025-10-06,111.99227142333984
2025-10-07,111.77375030517578
2025-10-08,111.13805389404297
2025-10-09,110.24409484863281
2025-10-10,108.4561996459961
2025-10-13,109.52893829345703
2025-10-14,110.42288970947266
2025-10-15,110.95925903320312
2025-10-16,109.14155578613281
2025-10-17,109.9262466430664
2025-10-20,111.20758056640625
2025-10-21,113.5318603515625
2025-10-22,112.32005310058594
2025-10-23,112.2703857421875
2025-10-24,110.9294662475586
2025-10-27,111.58502197265625
2025-10-28,110.89966583251953
2025-10-29,109.49913787841797
2025-10-30,111.08838653564453
2025-10-31,111.86315155029297
2025-11-03,111.36650848388672
2025-11-04,110.72087860107422
2025-11-05,110.61161041259766
2025-11-06,109.7474594116211
2025-11-07,109.99578094482422
2025-11-10,111.4856948852539
2025-11-11,114.07815551757812
2025-11-12,115.8660659790039
2025-11-13,106.8868179321289
2025-11-14,105.08898162841797
2025-11-17,104.97972106933594
2025-11-18,105.56575012207031
2025-11-19,103.96656799316406
2025-11-20,102.00981140136719
2025-11-21,103.57919311523438
2025-11-24,101.25492095947266
2025-11-25,102.61570739746094
2025-11-26,102.73490905761719
2025-11-28,103.7679214477539
2025-12-01,106.05245971679688
2025-12-02,104.12550354003906
2025-12-03,105.02938079833984
2025-12-04,104.76119995117188
2025-12-05,104.59234619140625
2025-12-08,106.90667724609375
2025-12-09,106.30077362060547
2025-12-10,108.09861755371094
2025-12-11,110.7109375
2025-12-12,110.8499984741211
2025-12-15,110.48999786376953
2025-12-16,111.62000274658203
2025-12-17,110.62999725341797
2025-12-18,111.87000274658203
2025-12-19,111.23999786376953
2025-12-22,112.37999725341797
2025-12-23,113.22000122070312
2025-12-24,114.4800033569336
2025-12-26,113.55999755859375
2025-12-29,114.19000244140625
2025-12-30,114.79000091552734
2025-12-31,113.7699966430664
